x y z
7.555808469036375 0.5958387434425261 1.7532690526382795
-3.424378859418679 7.27564515350331 -3.367165223693247
9.052941281766184 0.7148108865393801 -5.099299532242091
-6.983209752783829 5.333123800834659 -3.6221503006101177
7.783506849076458 3.1466052228937773 0.5875596672766425
-5.070819127151291 -6.87523917848806 6.689062307388206
-5.677885888203356 2.8391453769514374 -4.6026306465235045
-4.3370176783705165 -7.9914019353543635 5.697769779807472
9.12010945198926 -2.3159705149030776 1.3227338185329107
7.395391917739003 -2.9579928761354544 2.545977062532431
-3.5947851759460834 -8.313201522516897 3.4917237635839857
-5.554874429510634 7.24515741625565 -4.59673158207232
-5.3204624234898334 -9.59231286197236 8.24042447206055
8.450529566938766 -3.4740192457011254 2.167779097850919
10.09148660570331 -2.6331512645499866 4.132068353207711
8.620030192179406 0.388557359722065 -5.463628043847173
6.084086817313768 0.5936832018134195 -4.399987730110378
-3.737187812084755 8.20575076054127 -6.403754907829956
5.66145950485283 0.9696634141171072 -4.425564633277039
-8.564521992520831 9.876655956201986 -2.951433311476962
-4.991435022446247 7.846025973862249 -3.798475479790731
-5.404715359363337 -9.155847417955943 3.667340111063472
8.92662095952001 -1.1390580933309256 2.896763351401901
6.783217282112853 2.542291325918137 -3.0968896737698577
5.125346499181428 -0.5577614945760168 -3.3858018192088988
4.015946141472418 2.6801349536577384 -3.4107748349298497
6.710625774583456 -0.5065107016062884 2.997031140207815
-5.6499437796570025 -11.337470842828168 4.975439318504152
-6.257988953707104 -9.24895124978644 3.289705913119584
6.327073040342366 -1.8202073379502002 4.0643618782682545
-9.555807129611868 -10.020699044866015 4.135644590895075
-3.8619742763054026 6.277899808353965 -6.209917377089297
7.557702001223672 1.2002252779605913 1.9529518721661472
9.51613807273833 -1.5173003854077516 1.3701061252677733
-7.657373591612803 6.311341752270438 -6.789638066381725
-6.067988528062228 -11.662609151632815 3.6558284099813094
4.69842694824632 -1.0026292798531808 -2.75948773955862
4.229110625039603 -0.6308456672491419 -2.2391964675256464
-8.081566548674878 -8.454142705960026 4.62592966576625
-6.914486365210459 11.447938338195513 -7.837434676896709
3.607092130396194 -0.7103439218777818 -3.7385370840804377
7.871196547243822 -1.20295948102537 -0.6604047080649762
-4.254324800354587 6.964357929608859 -9.602611806721718
2.710671691370717 2.184141158015291 -4.358069058908051
12.513929495784001 0.8128525995405016 3.044220925085357
8.315462179644575 1.1436572987170708 1.7748826826813824
-5.615659940174264 5.367249031924181 -5.807148666831867
-9.062216457382837 -8.115246286254456 6.796448839854104
-4.509545425788526 7.614337044075839 -6.562743163657056
5.6488742121808535 -2.4403077917569287 5.597719951188539
-5.707498980403712 -9.603769775357627 1.556351408109375
-7.442293025960802 -10.25677006294852 4.914781069155733
10.508458697359876 -0.9461069868114342 2.155215363154436
6.434590901382007 -0.9188367890546232 -4.296072817783807
8.176170010447834 -1.524165176984943 1.8627872999483195
-5.4107214348847315 -8.02295175914052 6.047414366301437
-4.74271439155854 -9.329842329808653 4.718644343713904
7.228088171593735 -0.3137578642249282 -2.204456119180503
-6.570651185872755 7.404734269970312 -6.0273250721062634
4.915537984122185 -1.5651552208340913 -4.172462103924139
-4.39701136110153 7.488174482111192 -6.6450291260293834
3.6262180649744424 2.2252541757758313 -5.556765065378864
-5.190866448119476 -8.518937214833837 3.649584686582939
7.338047621920344 0.6459323148671013 2.5717451876981774
-7.482740362579881 -6.282359759567024 5.394665685477336
2.5484713246262363 2.518673572916432 -3.645526650241445
4.999841570907005 -0.725281328614426 -4.0943869645713695
6.234169664003967 -1.2086839965690734 3.0743880780101702
-6.62894566471818 -7.219665721646074 5.743020754113422
10.72876972631083 -1.229171804145553 0.5057541344589103
-7.930151300566825 7.387533615183219 -3.5444432235817516
-6.24338679565292 5.551123067362895 -8.10093533268069
-4.063109013372998 -10.117384498629143 6.875516623943735
5.999595797661438 0.5750801239067156 -3.163249947354639
3.2762928720619198 -0.0161255739516859 -0.47846425685708427
-3.608720993701087 -6.158602414385944 4.289827870813678
-8.158574371724713 -8.66033336027886 5.100113212832754
5.6418737689343565 1.4542790365168128 -1.9159709608925004
8.139897860259136 1.3103058557079192 3.348832439215643
3.7060810846810233 0.4730150523071288 -2.0056767872082832
8.41740415632422 1.2603205860037439 2.574146568084397
-7.297972713472242 -8.271811063558484 5.776912805126984
-7.295707234941493 -9.032134143905127 2.2759957965967192
-4.280167367123761 -9.237258019872602 5.748575626033445
3.133907887582231 -0.8944226670558475 -2.896054260112545
8.534369822985711 -0.3267393935079185 -1.5838391329540884
-5.123647566947142 -8.989337121887761 2.277124210672783
-4.594582014030017 4.750984476392816 -6.985903353515394
9.246102040947855 0.907246592726429 4.150324442504201
-6.563151139633112 -7.475937746453039 4.639301303552949
7.963389771124757 -1.341855179010319 2.9055936702771823
4.4011440282066365 1.6333095380941889 -2.2535676104981626
-6.04950141207182 6.650275855902387 -5.704435791206909
-5.700115955752995 -12.026221636535606 5.228250329393221
3.333925712150419 2.7901929862551675 -3.83829946196357
5.1500293962727985 2.4432730820882074 -2.916481971348782
-4.651124229835789 7.43505943027739 -3.963119731892202
-6.509581011874195 8.675826833211014 -6.578304879609241
-5.510782131259283 -8.33285515279703 3.281505246928027
6.582767868708237 0.5658615736862855 1.1051270661531694
-4.910218832096934 -8.471800665917954 4.727782423560005
-7.885070764027226 -6.96136315548857 4.4712339763235125
3.861326163324516 0.4731109426690122 -1.2218745618380966
-8.409978655016442 6.217996863846598 -6.455072142787623
7.261737495052957 -1.126485994525793 -2.6050101076707692
4.170416497706928 -0.5108359743225613 -3.4702508475397815
4.953059554599372 -1.6068471761660192 -4.530203943118514
-3.717910963025737 10.386375735117626 -8.283504185512857
3.618800395384997 3.0345683999693613 -4.38951573490856
4.39426923444689 -1.6072074411529247 -3.4472221392742997
-6.863374998365123 -7.804059179063777 4.78936392242544
-5.917559948774694 -8.672616264507711 3.1144603855104194
-5.525542312305531 -9.435173571908535 5.212759474237134
9.811266898559868 1.7016286929397175 3.3440831849526593
-4.4305050474127174 -6.454655687068738 2.3680615371483706
3.71922795450811 3.0876367015077752 -4.5219359420684375
-6.344615796702471 -6.888041978204099 2.8809608507444415
5.3994157693295675 -1.147201132202313 -5.387169837850544
-5.008479887558073 -6.6854084979198625 5.526413962059023
7.782546512229077 -0.5385595336261666 3.546365130174871
4.631453141678991 -0.5259222757332567 -5.902389932316428
5.571061360067028 -1.5568253070504536 -0.9382480810319578
-8.019217116670516 -11.416699845746338 4.778761583421461
-4.589144067578245 6.813652773021815 -8.140696171768987
-6.860336195975297 8.898672056214682 -3.2416903872614564
-5.643829619568184 7.813394377251379 -5.549360747543474
10.098023168763085 -1.6328736911823212 1.3739023473406378
-2.2423517323543947 8.550322699217624 -4.670172745675956
-7.427782097741487 8.146899038085639 -2.2848719144334404
-4.815974988263298 5.710593932536317 -5.240943920339653
10.682427924160258 0.47695379327888077 2.983205601458941
-4.163889184202281 7.091257039354777 -6.822992786686887
-4.902276563411825 -7.932384435508699 4.531311724648246
8.771925864232385 1.6037471064804496 3.572387588888442
7.709532933817788 -2.2543095731330096 1.3177323684307898
10.327691049763365 -1.534035436497905 3.7648962298621456
8.106041180574469 1.9332047527077596 0.749074837225493
9.222832117628032 -0.7783602815413512 0.745436489209987
8.4276483599869 -0.15965117116923416 1.0128822294987636
-4.366973458153281 8.657698269344344 -4.236143080110756
7.813325157880585 -0.9369577643409648 0.4408170966163574
-4.551662215662008 8.21197286706794 -4.236596717908098
-4.004649682718534 7.029508295925016 -7.184214418678865
7.610696829724287 1.3856777593521146 4.409598811480912
2.990646935839957 0.13710430180861802 -1.4768238796598894
-6.33152887693676 8.204338381069816 -5.064837169216217
